Supplementary Data 1. Catalog of the 722 canids genomes
Name_ID_Study	Name_ID_SRA	Breed/CommonName	BioProject	BioSample	Sex	CoverageAll	CoverageX	CoverageRatio	AnalysisName_Phylo	Phylo_Results	Phylo_Bootstrap	Phylo_Notes	Genotyped on Illumina canine HD array	Used to do WGS/SNP chip comparison	Other_Information
MIX: American Cocker Spaniel and Beagle 2	C750	MIX: American Cocker Spaniel and Beagle	PRJNA356874	SAMN06128271	F	16.721	16.363299999999999	1.0218598937867056	MIX: American Cocker Spaniel and Beagle 2	outside American Cocker Spaniel clade	100				
MIX: American Cocker Spaniel and Beagle 3	C783	MIX: American Cocker Spaniel and Beagle	PRJNA356874	SAMN06128272	F	13.6435	13.7295	0.99373611566335263	MIX: American Cocker Spaniel and Beagle 3	outside American Cocker Spaniel clade	100				
MIX: Dachsund	CFA.118000	MIX: Dachsund	PRJNA263947	SAMN06159686	M	43.653199999999998	24.138999999999999	1.8084096275736361	MIX: Dachsund	outside Dachshund clade	64				
MIX: Golden Retriever	GR1078	MIX: Golden Retriever	PRJEB16012	SAMEA104091572	F	31.228300000000001	31.4864	0.99180281010213933	MIX: Golden Retriever	outside Golden Retriever clade	100				
MIX: Kerry Blue Terrier and Beagle	MIX_KerryBlueTerrier_Beagle01	MIX: Kerry Blue Terrier and Beagle	PRJNA263947	SAMN04196846	M	24.379200000000001	14.0337	1.7371897646379786	MIX: Kerry Blue Terrier and Beagle	outside Kerry Blue Terrier clade	100			
MIX: Labrador Retriever	LA2382	MIX: Labrador Retriever	PRJEB16012	SAMEA104125075	F	31.1402	31.160799999999998	0.99933891299324795	MIX: Labrador Retriever	outside Labrador Retriever clade	100				
MIX: Miniature Schnauzer and Beagle	A168	MIX: Miniature Schnauzer and Beagle	PRJNA356874	SAMN06128270	F	13.7715	13.6051	1.0122307076022961	MIX: Miniature Schnauzer and Beagle	outside Miniature Schnauzer clade	100				
MIX: Mixed Breed	MI016	MIX: Mixed Breed	PRJEB16012	SAMEA4506893	F	27.113499999999998	27.660399999999999	0.98022805165507365	MIX: Mixed Breed	with Bernese Mountain Dog, Entlebucher Sennenhund and Greater Swiss Mountain Dog clade	92				
MIX: Siberian Husky	MixedBreed07	MIX: Siberian Husky	PRJNA448733	SAMN08873188	F	63.463000000000001	64.3001	0.9869813577272819	MIX: Siberian Husky	outside Siberian Husky clade	100				
MIX: Tibetan Mastiff	MixedBreed06	MIX: Tibetan Mastiff	PRJNA232497	SAMN02485589	M	8.9349500000000006	5.2174100000000001	1.7125259467820242	MIX: Tibetan Mastiff	outside Tibetian Mastiff clade	100				
New Guinea Singing Dog 1	NewGuineaSingingDog01	New Guinea Singing Dog	PRJNA448733	SAMN08873190	M	45.945099999999996	25.936800000000002	1.7714251565343448	New Guinea Singing Dog 1	New Guinea Singing Dog	100				
New Guinea Singing Dog 2	NGSD1	New Guinea Singing Dog	PRJNA263947	SAMN06608432	M	9.6342199999999991	5.5866600000000002	1.7245044445160433	New Guinea Singing Dog 2	New Guinea Singing Dog	100				
New Guinea Singing Dog 3	NGSD2	New Guinea Singing Dog	PRJNA263947	SAMN06608434	M	11.226900000000001	6.7662599999999999	1.6592475015739863	New Guinea Singing Dog 3	New Guinea Singing Dog	100				
New Guinea Singing Dog 4	NGSD3	New Guinea Singing Dog	PRJNA232497	SAMN06608444	M	9.5425900000000006	5.7680199999999999	1.6543961359357284	New Guinea Singing Dog 4	New Guinea Singing Dog	100				
New Guinea Singing Dog 5	IndigenousDogNigeria01	Nigerian Indigenous Dog	PRJNA266585	SAMN03168373	F	17.182099999999998	16.744900000000001	1.0261094422779471							
New Guinea Singing Dog 6	IndigenousDogNigeria02	Nigerian Indigenous Dog	PRJNA266585	SAMN03168374	F	17.335599999999999	17.118500000000001	1.0126821859391886							
New Guinea Singing Dog 7	IndigenousDogNigeria03	Nigerian Indigenous Dog	PRJNA266585	SAMN03168375	M	15.690899999999999	9.0468700000000002	1.7344009585635694							
New Guinea Singing Dog 8	IndigenousDogNigeria04	Nigerian Indigenous Dog	PRJNA266585	SAMN03168376	M	17.826499999999999	10.2027	1.7472335754261126							
Norwegian Elkhound 1	NorwegianElkhound01	Norwegian Elkhound	PRJNA266585	SAMN03168382	M	19.9255	11.1683	1.7841121746371424	Norwegian Elkhound 1	Norwegian Elkhound	100				
Norwegian Elkhound 2	NorwegianElkhound02	Norwegian Elkhound	PRJNA448733	SAMN08873199	F	41.352699999999999	41.988199999999999	0.98486479534726423	Norwegian Elkhound 2	Norwegian Elkhound	100				
Norwegian Lundehund 1	NorwegianLundehund01	Norwegian Lundehund	PRJNA186960	SAMN01893932	M	23.2392	13.139799999999999	1.7686113943895647	Norwegian Lundehund 1	with other Norwegian Lundehund outside Airedale Terrier clade	100	Breed not available for comparison			
Norwegian Lundehund 2	NorwegianLundehund02	Norwegian Lundehund	PRJNA309755	SAMN04440505	F	14.1402	14.3725	0.98383718907636108	Norwegian Lundehund 2	with other Norwegian Lundehund outside Airedale Terrier clade	100	Breed not available for comparison			
Norwegian Lundehund 3	NorwegianLundehund03	Norwegian Lundehund	PRJNA309755	SAMN04440506	F	13.0715	13.4069	0.97498303112576357	Norwegian Lundehund 3	with other Norwegian Lundehund outside Airedale Terrier clade	100	Breed not available for comparison			
Norwich Terrier 1	NW255	Norwich Terrier	PRJEB16012	SAMEA104091553	M	15.818199999999999	8.9420599999999997	1.7689659877030572	Norwich Terrier 1	Norwich Terrier	100				Biosample indicated female but average depth indicated male
Norwich Terrier 2	NW062	Norwich Terrier	PRJEB16012	SAMEA104091550	F	16.552700000000002	16.682700000000001	0.99220749638847439	Norwich Terrier 2	Norwich Terrier	100				
Norwich Terrier 3	NW152	Norwich Terrier	PRJEB16012	SAMEA104091551	F	15.656499999999999	15.848000000000001	0.98791645633518421	Norwich Terrier 3	Norwich Terrier	100				
Norwich Terrier 4	NW206	Norwich Terrier	PRJEB16012	SAMEA104091552	F	14.44	14.6576	0.98515445912018329	Norwich Terrier 4	Norwich Terrier	100				
Nova Scotia Duck Tolling Retriever	NovaScotiaDuckTollingRetriever01	Nova Scotia Duck Tolling Retriever	PRJNA263947	SAMN03323675	M	24.170300000000001	13.4861	1.7922379338726542	Nova Scotia Duck Tolling Retriever	Nova Scotia Duck Tolling Retriever	100			
Pekingese	Pekingese01	Pekingese	PRJNA288568	SAMN03801676	F	62.875700000000002	63.6693	0.98753559407752245	Pekingese	Pekingese	100		yes	yes	
Pembroke Welsh Corgi 1	PembrokeWelshCorgi01	Pembroke Welsh Corgi	PRJNA263947	SAMN03145702	M	15.29	9.2965900000000001	1.6446890741659037	Pembroke Welsh Corgi 1	Pembroke Welsh Corgi	100				Slight diffences in genotypes in 435g VCF compared to 722g VCF for a subset of Illumina SNPchip SNPs (110 differences out of 135988 tested for 0.08% discordance) - Likely due to using diffent duplicate BAM for the 435g dataset
Pembroke Welsh Corgi 2	PembrokeWelshCorgi02	Pembroke Welsh Corgi	PRJNA263947	SAMN03145703	F	25.735800000000001	25.973800000000001	0.99083692028120651	Pembroke Welsh Corgi 2	Pembroke Welsh Corgi	100				Slight diffences in genotypes in 435g VCF compared to 722g VCF for a subset of Illumina SNPchip SNPs (12 differences out of 142244 tested for 0.008% discordance) - Likely due to using diffent duplicate BAM for the 435g dataset
Pembroke Welsh Corgi 3	PembrokeWelshCorgi03	Pembroke Welsh Corgi	PRJNA263947	SAMN03145704	F	24.993400000000001	25.191700000000001	0.99212835973753266	Pembroke Welsh Corgi 3	Pembroke Welsh Corgi	100			
Peruvian Inca Orchid	PeruvianHairless01	Peruvian Inca Orchid	PRJNA266585	SAMN03168386	M	17.925699999999999	10.0761	1.7790315697541705	Peruvian Inca Orchid	Peruvian Inca Orchid	86				
Petit Basset Griffon Vendeen	PetitBassetGriffonVendeen01	Petit Basset Griffon Vendeen	PRJEB11835	SAMEA3723573	M	28.622599999999998	16.078900000000001	1.780134213161348	Petit Basset Griffon Vendeen	Petit Basset Griffon Vendeen	100			
English Pointer 1	EnglishPointer01	Pointer (English)	PRJNA288568	SAMN03801665	M	22.035499999999999	12.4887	1.7644350492845533	English Pointer 1	with another Pointer outside Vizsla clade	100	Breed not available for comparison			
English Pointer 2	EnglishPointer02	Pointer (English)	PRJNA263947	SAMN03580383	F	18.0962	18.881	0.95843440495736454	English Pointer 2	with another Pointer outside Vizsla clade	100	Breed not available for comparison			
Pomeranian	Pomeranian01	Pomeranian	PRJEB16012	SAMEA4506892	M	23.7149	13.385899999999999	1.7716328375380064	Pomeranian	Pomeranian	100			
Poodle unspecified variety	PL116	Poodle unspecified variety	PRJEB16012	SAMEA4506891	F	19.8568	19.741199999999999	1.0058557737118312	Poodle unspecified variety	outside Mini/Toy Poodle clade	64				
Portuguese Podengo	PortuguesePodengo01	Portuguese Podengo	PRJNA263947	SAMN03580388	M	28.344000000000001	16.132300000000001	1.7569720374652096	Portuguese Podengo	outside Papillon, Pug, and Schipperke clade	42	Breed not available for comparison			
Portuguese Water Dog 1	PortugueseWaterDog01	Portuguese Water Dog	PRJNA448733	SAMN08873219	F	43.428699999999999	44.273699999999998	0.98091417703964212	Portuguese Water Dog 1	Portuguese Water Dog	100			
Portuguese Water Dog 2	PortugueseWaterDog02	Portuguese Water Dog	PRJNA448733	SAMN08873220	F	56.156999999999996	56.9634	0.9858435416425283	Portuguese Water Dog 2	Portuguese Water Dog	100		yes	yes
Portuguese Water Dog 3	PortugueseWaterDog03	Portuguese Water Dog	PRJNA448733	SAMN08873221	F	15.0396	15.2682	0.98502770464101863	Portuguese Water Dog 3	Portuguese Water Dog	100		yes	
Portuguese Water Dog 4	PortugueseWaterDog04	Portuguese Water Dog	PRJNA448733	SAMN08873222	F	18.812100000000001	19.065899999999999	0.986688275927179	Portuguese Water Dog 4	Portuguese Water Dog	100		yes	
Portuguese Water Dog 5	PortugueseWaterDog05	Portuguese Water Dog	PRJNA448733	SAMN08873223	M	23.631900000000002	13.200900000000001	1.790173397268368	Portuguese Water Dog 5	Portuguese Water Dog	100		yes	
Portuguese Water Dog 6	PortugueseWaterDog06	Portuguese Water Dog	PRJNA448733	SAMN08873224	F	15.8024	16.104500000000002	0.98124126796858013	Portuguese Water Dog 6	Portuguese Water Dog	100		yes	
Portuguese Water Dog 7	PortugueseWaterDog07	Portuguese Water Dog	PRJNA448733	SAMN08873225	M	21.805900000000001	12.3352	1.7677783902976847	Portuguese Water Dog 7	Portuguese Water Dog	100		yes	
Portuguese Water Dog 8	PortugueseWaterDog08	Portuguese Water Dog	PRJNA448733	SAMN08873226	M	19.688600000000001	10.9215	1.8027377191777687	Portuguese Water Dog 8	Portuguese Water Dog	100		yes	
Portuguese Water Dog 9	PortugueseWaterDog09	Portuguese Water Dog	PRJNA448733	SAMN08873227	M	35.1449	19.726700000000001	1.7815904332706431	Portuguese Water Dog 9	Portuguese Water Dog	100		yes	yes
Portuguese Water Dog 10	PortugueseWaterDog10	Portuguese Water Dog	PRJNA448733	SAMN08873228	M	15.700100000000001	8.8707499999999992	1.7698728968801964	Portuguese Water Dog 10	Portuguese Water Dog	100		yes	
Portuguese Water Dog 11	PortugueseWaterDog11	Portuguese Water Dog	PRJNA448733	SAMN08873229	F	22.474	22.773	0.98687041672155629	Portuguese Water Dog 11	Portuguese Water Dog	100		yes	
Pug 1	Pug01	Pug	PRJNA288568	SAMN03801678	M	4.9609399999999999	3.0331700000000001	1.6355627940405582	Pug 1	Pug	100				
Pug 2	Pug02	Pug	PRJNA288568	SAMN03801679	M	5.1082799999999997	3.1234700000000002	1.6354503164749459	Pug 2	Pug	100				
Pug 3	Pug03	Pug	PRJNA288568	SAMN03801680	M	9.2981099999999994	5.4778200000000004	1.6974106487617335	Pug 3	Pug	100				
Pug 4	Pug04	Pug	PRJNA288568	SAMN03801681	F	7.5109300000000001	7.2037599999999999	1.0426402323231201	Pug 4	Pug	100				
Pug 5	Pug05	Pug	PRJNA288568	SAMN03801682	M	15.197800000000001	8.6790500000000002	1.7510902690962722	Pug 5	Pug	100				
Qingchuan Dog	QingchuanDog01	Qingchuan Dog	PRJNA232497	SAMN02485577	M	6.9549399999999997	4.0652499999999998	1.7108271324026814	Qingchuan Dog	outside Akita, Chow Chow and New Guinea Singing Dog clade	87	Breed not available for comparison			
Red Wolf 1	Wolf25	Red Wolf	PRJNA255370	SAMN02921317	F	28.5001	15.8748	1.7953045077733263							Wolf (Red wolf 01)
Red Wolf 2	Wolf26	Red Wolf	PRJNA255370	SAMN02921318	F	7.1248699999999996	7.1303599999999996	0.99923005290055478							Wolf (Red wolf 02)
Rhodesian Ridgeback 1	RhodesianRidgeback01	Rhodesian Ridgeback	PRJNA288568	SAMN03801683	F	21.466899999999999	21.811	0.98422355692081975	Rhodesian Ridgeback 1	Rhodesian Ridgeback	100				
Rhodesian Ridgeback 2	RhodesianRidgeback02	Rhodesian Ridgeback	PRJEB16012	SAMEA4504822	F	16.422000000000001	16.671500000000002	0.9850343400413879	Rhodesian Ridgeback 2	Rhodesian Ridgeback	100			
Rhodesian Ridgeback 3	RhodesianRidgeback03	Rhodesian Ridgeback	PRJEB16012	SAMEA4505495	F	9.9983900000000006	9.8850700000000007	1.0114637529122201	Rhodesian Ridgeback 3	Rhodesian Ridgeback	100				
Rhodesian Ridgeback 4	RhodesianRidgeback04	Rhodesian Ridgeback	PRJNA357866	SAMN06161404	F	24.147400000000001	24.472000000000001	0.98673586139261193	Rhodesian Ridgeback 4	Rhodesian Ridgeback	100				
Rhodesian Ridgeback 5	RR098	Rhodesian Ridgeback	PRJEB16012	SAMEA104091554	F	26.924900000000001	27.179500000000001	0.99063264592799716	Rhodesian Ridgeback 5	Rhodesian Ridgeback	100				
Rottweiler 1	165414_S20	Rottweiler	PRJNA448733	SAMN08873243	F	32.2988	31.665800000000001	1.0199900207795161	Rottweiler 1	Rottweiler	100			
Rottweiler 2	168979_S18	Rottweiler	PRJNA448733	SAMN08873244	M	34.886099999999999	19.320900000000002	1.8056146452804991	Rottweiler 2	Rottweiler	100			
Rottweiler 3	171515_S19	Rottweiler	PRJNA448733	SAMN08873245	M	32.479700000000001	17.7377	1.8311111361675978	Rottweiler 3	Rottweiler	100			
Rottweiler 4	AND10232010_S17	Rottweiler	PRJNA448733	SAMN08873246	F	15.8649	15.795	1.0044254510921178	Rottweiler 4	Rottweiler	100			
Rottweiler 5	LEW02122013_S15	Rottweiler	PRJNA448733	SAMN08873247	F	22.831499999999998	22.858899999999998	0.99880134214682248	Rottweiler 5	Rottweiler	100			
Rottweiler 6	Rottweiler01	Rottweiler	PRJNA288568	SAMN03801684	F	39.207900000000002	39.945300000000003	0.98153975561580464	Rottweiler 6	Rottweiler	100		yes	yes	
Rottweiler 7	Rottweiler02	Rottweiler	PRJEB7735	SAMEA3121337	M	12.9132	7.2914500000000002	1.771005767028506	Rottweiler 7	Rottweiler	100			
Rottweiler 8	Rottweiler03	Rottweiler	PRJNA263947	SAMN03323674	F	29.142299999999999	29.462800000000001	0.98912187572124843	Rottweiler 8	Rottweiler	100			
Rottweiler 9	Rottweiler04	Rottweiler	PRJNA448733	SAMN08873251	F	52.526899999999998	52.9223	0.9925286693888965	Rottweiler 9	Rottweiler	100				
Rottweiler 10	WS42321902_S16	Rottweiler	PRJNA448733	SAMN08873252	F	29.0945	28.714200000000002	1.0132443181422432	Rottweiler 10	Rottweiler	100			
Saint Bernard 1	SaintBernard01	Saint Bernard	PRJNA288568	SAMN03801685	F	40.895699999999998	41.767699999999998	0.97912262346262779	Saint Bernard 1	Saint Bernard	100		yes	yes	
Saint Bernard 2	SaintBernard02	Saint Bernard	PRJNA263947	SAMN03580386	M	22.435700000000001	12.938000000000001	1.7340933683722368	Saint Bernard 2	Saint Bernard	100				
Saluki 1	Saluki01	Saluki	PRJNA288568	SAMN03801686	F	66.479200000000006	68.055800000000005	0.97683371586257162	Saluki 1	Saluki	100		yes	yes	
Saluki 2	Saluki02	Saluki	PRJNA288568	SAMN03801687	M	22.3201	12.6691	1.7617747117001208	Saluki 2	Saluki	100				
Saluki 3	Saluki03	Saluki	PRJEB16012	SAMEA4504825	M	15.926600000000001	9.1261700000000001	1.7451570593140386	Saluki 3	Saluki	100			
Samoyed 1	Samoyed01	Samoyed	PRJNA448733	SAMN08873258	F	51.371099999999998	52.716299999999997	0.97448227588051517	Samoyed 1	Samoyed	100		yes	yes	
Samoyed 2	Samoyed02	Samoyed	PRJNA266585	SAMN03168388	F	17.796900000000001	18.147200000000002	0.98069674660553685	Samoyed 2	Samoyed	100				
Scottish Deerhound	ScottishDeerhound01	Scottish Deerhound	PRJNA263947	SAMN03580401	M	25.1356	14.0654	1.7870519146273836	Scottish Deerhound	Scottish Deerhound	100				
Scottish Terrier 1	ScottishTerrier01	Scottish Terrier	PRJNA288568	SAMN03801688	F	52.2791	52.569400000000002	0.99447777604461907	Scottish Terrier 1	Scottish Terrier	100		yes	yes	
Scottish Terrier 2	ScottishTerrier02	Scottish Terrier	PRJNA448733	SAMN08873262	M	44.909199999999998	25.264800000000001	1.7775402932142743	Scottish Terrier 2	Scottish Terrier	100		yes	yes
Scottish Terrier 3	ScottishTerrier03	Scottish Terrier	PRJNA263947	SAMN03580394	F	36.1374	36.020899999999997	1.0032342334589086	Scottish Terrier 3	Scottish Terrier	100				
Scottish Terrier 4	ScottishTerrier04	Scottish Terrier	PRJNA448733	SAMN08873264	F	24.256	24.439699999999998	0.99248354112366366	Scottish Terrier 4	Scottish Terrier	100				
Shetland Sheepdog 1	SS004	Shetland Sheepdog	PRJEB16012	SAMEA104091573	F	37.912599999999998	37.6584	1.0067501540161026	Shetland Sheepdog 1	Shetland Sheepdog	100				
Shetland Sheepdog 2	ShetlandSheepdog01	Shetland Sheepdog	PRJNA448733	SAMN08873266	F	44.856200000000001	45.790599999999998	0.97959406515747782	Shetland Sheepdog 2	Shetland Sheepdog	100		yes	yes	
Shetland Sheepdog 3	ShetlandSheepdog02	Shetland Sheepdog	PRJNA263947	SAMN03580413	M	27.922000000000001	15.662599999999999	1.7827180672429865	Shetland Sheepdog 3	Shetland Sheepdog	100				
Shiba Inu 1	CFA.107839	Shiba Inu	PRJNA263947	SAMN05770194	F	37.550800000000002	37.3872	1.0043758291607823	Shiba Inu 1	Shiba Inu	100				
Shiba Inu 2	ShibaInu01	Shiba Inu	PRJNA263947	SAMN04196861	M	25.769200000000001	14.7056	1.7523392449135025	Shiba Inu 2	Shiba Inu	100				
Shih Tzu	PER00751	Shih Tzu	PRJNA448733	SAMN08873270	M	17.637699999999999	11.2493	1.5678931133492751	Shih Tzu	Shih Tzu	100				
Siberian Husky 1	SiberianHusky01	Siberian Husky	PRJNA288568	SAMN03801690	F	64.259	64.564800000000005	0.99526367308502461	Siberian Husky 1	Siberian Husky	100		yes	yes	
Siberian Husky 2	SiberianHusky02	Siberian Husky	PRJEB10823	SAMEA3539249	M	19.208200000000001	10.8659	1.7677504854636985	Siberian Husky 2	Siberian Husky	100			
Siberian Husky 3	SiberianHusky04	Siberian Husky	PRJNA266585	SAMN03168389	M	18.241299999999999	10.443199999999999	1.7467155661100047	Siberian Husky 3	Siberian Husky	100				
Siberian Husky 4	SY046	Siberian Husky	PRJEB16012	SAMEA104091559	M	27.792400000000001	15.411199999999999	1.803389742524917	Siberian Husky 4	Siberian Husky	100				
Sloughi 1	Sloughi02	Sloughi	PRJEB16012	SAMEA4506885	M	26.482700000000001	14.982200000000001	1.7676108982659422	Sloughi 1	Sloughi	100				Dam (Sloughi01) and Sire (Sloughi03) sequenced
Sloughi 2	Sloughi01	Sloughi	PRJEB13468	SAMEA3928143	F	21.424099999999999	21.228400000000001	1.0092187823858605	Sloughi 2	Sloughi	100				Dam of Sloughi02
Sloughi 3	Sloughi03	Sloughi	PRJEB16012	SAMEA4506888	M	19.378499999999999	10.9558	1.7687891345223534	Sloughi 3	Sloughi	100				Sire of Sloughi02
Sloughi 4	Sloughi04	Sloughi	PRJNA266585	SAMN03168392	M	20.631599999999999	11.715400000000001	1.7610666302473665	Sloughi 4	Sloughi	100				
Soft Coated Wheaten Terrier 1	SoftCoatedWheatenTerrier01	Soft Coated Wheaten Terrier	PRJNA263947	SAMN03323670	F	19.752400000000002	19.308599999999998	1.0229845768206915	Soft Coated Wheaten Terrier 1	Soft Coated Wheaten Terrier	100			
Soft Coated Wheaten Terrier 2	SoftCoatedWheatenTerrier02	Soft Coated Wheaten Terrier	PRJNA263947	SAMN03323671	M	11.6195	6.4729099999999997	1.7950967957224804	Soft Coated Wheaten Terrier 2	Soft Coated Wheaten Terrier	100			
Soft Coated Wheaten Terrier 3	SoftCoatedWheatenTerrier03	Soft Coated Wheaten Terrier	PRJNA263947	SAMN03580410	F	18.651700000000002	18.691600000000001	0.99786535128078924	Soft Coated Wheaten Terrier 3	Soft Coated Wheaten Terrier	100				
Soft Coated Wheaten Terrier 4	SoftCoatedWheatenTerrier04	Soft Coated Wheaten Terrier	PRJNA263947	SAMN03580411	F	18.540500000000002	18.6675	0.99319673228873717	Soft Coated Wheaten Terrier 4	Soft Coated Wheaten Terrier	100				
Spanish Galgo	SpanishGalgo01	Spanish Galgo	PRJNA266585	SAMN03168380	F	19.136399999999998	19.2943	0.99181623588313639	Spanish Galgo	with UK Sighthound Clade	64	Breed not available for comparison			
Spanish Water Dog	SpanishWaterDog01	Spanish Water Dog	PRJEB7903	SAMEA3164479	M	15.863200000000001	8.9436599999999995	1.7736810209690441	Spanish Water Dog	outside Mini/Toy Poodle clade	23	Breed not available for comparison		
Spinone Italiano	CFA.109669	Spinone Italiano	PRJNA263947	SAMN06159677	F	48.710099999999997	48.329599999999999	1.0078730219161756	Spinone Italiano	Spinone Italiano	100				
Standard Poodle 1	CFA.107842	Standard Poodle	PRJNA263947	SAMN06159675	F	44.750799999999998	44.449399999999997	1.00678074394705	Standard Poodle 1	Standard Poodle	100				
Standard Poodle 2	StandardPoodle01	Standard Poodle	PRJNA288568	SAMN03801691	F	13.6478	13.9809	0.97617463825647843	Standard Poodle 2	Standard Poodle	100				
Standard Poodle 3	StandardPoodle02	Standard Poodle	PRJNA263947	SAMN03580380	M	22.928899999999999	12.8291	1.7872570951976365	Standard Poodle 3	Standard Poodle	100				
Standard Poodle 4	StandardPoodle03	Standard Poodle	PRJNA263947	SAMN03580408	M	22.432200000000002	12.674099999999999	1.7699244916798829	Standard Poodle 4	Standard Poodle	100				
Standard Schnauzer 1	CFA.107834	Standard Schnauzer	PRJNA263947	SAMN06159669	M	40.973300000000002	22.668199999999999	1.8075233145993066	Standard Schnauzer 1	Standard Schnauzer	100				
Standard Schnauzer 2	CFA.118001	Standard Schnauzer	PRJNA263947	SAMN06159687	M	38.412799999999997	21.165199999999999	1.8149037098633607	Standard Schnauzer 2	Standard Schnauzer	100				
Standard Schnauzer 3	CFA.118002	Standard Schnauzer	PRJNA263947	SAMN06159688	F	38.576099999999997	38.121099999999998	1.0119356471875156	Standard Schnauzer 3	Standard Schnauzer	100				
Standard Schnauzer 4	StandardSchnauzer01	Standard Schnauzer	PRJNA263947	SAMN03323676	M	17.406700000000001	9.7394499999999997	1.7872364455898435	Standard Schnauzer 4	Standard Schnauzer	100			
Swedish Lapphund	SwedishLapphund01	Swedish Lapphund	PRJNA266585	SAMN03168387	F	18.529399999999999	18.8429	0.98336243359567788	Swedish Lapphund	outside Finnish Spitz clade	78	Breed not available for comparison			
Tibetan Mastiff	TibetanMastiff01	Tibetan Mastiff	PRJNA192935	SAMN01974493	M	13.543799999999999	7.6468499999999997	1.7711606740030208	Tibetan Mastiff	Tibetan Mastiff	100				
Tibetan Mastiff - China 1	TibetanMastiff02	Tibetan Mastiff - China	PRJNA233638	SAMN02570458	M	16.368099999999998	9.3770900000000008	1.745541527275519	Tibetan Mastiff - China 1	Tibetan Mastiff	100				
Tibetan Mastiff - China 2	TibetanMastiff03	Tibetan Mastiff - China	PRJNA233638	SAMN02585152	F	14.650399999999999	14.9079	0.98272727882532074	Tibetan Mastiff - China 2	Tibetan Mastiff	100				
Tibetan Mastiff - China 3	TibetanMastiff04	Tibetan Mastiff - China	PRJNA233638	SAMN02585153	F	14.9382	15.305400000000001	0.97600846759967064	Tibetan Mastiff - China 3	Tibetan Mastiff	100				
Tibetan Mastiff - China 4	TibetanMastiff05	Tibetan Mastiff - China	PRJNA233638	SAMN02585154	F	14.245100000000001	14.5909	0.9763002967603096	Tibetan Mastiff - China 4	Tibetan Mastiff	100				
Tibetan Mastiff - China 5	TibetanMastiff06	Tibetan Mastiff - China	PRJNA233638	SAMN02585155	M	15.266500000000001	8.6400900000000007	1.7669376129183838	Tibetan Mastiff - China 5	Tibetan Mastiff	100				
Tibetan Mastiff - China 6	TibetanMastiff07	Tibetan Mastiff - China	PRJNA233638	SAMN02585156	M	15.860300000000001	8.9631699999999999	1.7694967293937303	Tibetan Mastiff - China 6	Tibetan Mastiff	100				
Tibetan Mastiff - China 7	TibetanMastiff08	Tibetan Mastiff - China	PRJNA233638	SAMN02585157	F	16.9161	17.164899999999999	0.98550530442938789	Tibetan Mastiff - China 7	Tibetan Mastiff	100				
Tibetan Mastiff - China 8	TibetanMastiff09	Tibetan Mastiff - China	PRJNA233638	SAMN02585158	F	15.0566	15.3657	0.97988376709163916	Tibetan Mastiff - China 8	Tibetan Mastiff	100				
Tibetan Mastiff - China 9	TibetanMastiff10	Tibetan Mastiff - China	PRJNA233638	SAMN02585159	F	16.9573	17.271100000000001	0.98183091986034465	Tibetan Mastiff - China 9	Tibetan Mastiff	100				
Tibetan Mastiff - China 10	TibetanMastiff11	Tibetan Mastiff - China	PRJNA233638	SAMN02585160	F	16.982600000000001	17.131599999999999	0.99130262205514974	Tibetan Mastiff - China 10	Tibetan Mastiff	100				
Tibetan Terrier 1	TibetanTerrier01	Tibetan Terrier	PRJNA263947	SAMN03580403	M	27.7149	15.730700000000001	1.7618351376607524	Tibetan Terrier 1	Tibetan Terrier	100				
Tibetan Terrier 2	TibetanTerrier02	Tibetan Terrier	PRJNA263947	SAMN03580406	M	23.646000000000001	13.2996	1.7779482089686909	Tibetan Terrier 2	Tibetan Terrier	100				
Tornjak	Tornjak01	Tornjak	PRJNA232497	SAMN02485567	M	6.55471	3.9997799999999999	1.6387676322197722	Tornjak	outside clade	not significant	Breed not available for comparison			
Toy Poodle	ToyPoodle01	Toy Poodle	PRJNA288568	SAMN03801692	F	55.097299999999997	55.697800000000001	0.98921860468456557	Toy Poodle	Mini/Toy Poodle	100		yes	yes	
UNKNOWN - Entered into SRA as Kunming Dog but clusters with Belgian Malinois	VillDog_China17	UNKNOWN - Entered into SRA as Kunming Dog but clusters with Belgian Malinois	PRJNA233638	SAMN02585198	M	14.684100000000001	8.2865599999999997	1.7720380954219848	Kunming Dog 8	Belgian Malinois	88	Breed not available for comparison			Mislabeled originally as Village Dog - China, but submitted to SRA as Kunming Dog
UNKNOWN - Entered into SRA as Kunming Dog but clusters with Belgian Malinois	VillDog_China18	UNKNOWN - Entered into SRA as Kunming Dog but clusters with Belgian Malinois	PRJNA233638	SAMN02585199	M	14.939399999999999	8.5077700000000007	1.7559713062294817	Kunming Dog 9	Belgian Malinois	88	Breed not available for comparison			Mislabeled originally as Village Dog - China, but submitted to SRA as Kunming Dog
UNKNOWN - Entered into SRA as Kunming Dog but clusters with Belgian Malinois	VillDog_China19	UNKNOWN - Entered into SRA as Kunming Dog but clusters with Belgian Malinois	PRJNA233638	SAMN02585200	M	17.423500000000001	9.9180100000000007	1.7567536229546048	Kunming Dog 10	Belgian Malinois	88	Breed not available for comparison			Mislabeled originally as Village Dog - China, but submitted to SRA as Kunming Dog
