Run	BioSample	Name	Breed	Category	bases	size_MB	LibraryLayout	Platform	Model
SRR2827602	SAMN03168399	Grey Wolf 22	Grey Wolf	wild	46497695408	32667	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR2827603	SAMN03168396	Grey Wolf 23	Grey Wolf	wild	43414318514	31156	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR2827609	SAMN03168398	Grey Wolf 24	Grey Wolf	wild	41339480800	28224	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR2827610	SAMN03168400	Grey Wolf 25	Grey Wolf	wild	25586451000	18142	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR2827611	SAMN03168400	Grey Wolf 25	Grey Wolf	wild	31454684400	21392	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR2827612	SAMN03168393	Grey Wolf 26	Grey Wolf	wild	24088850400	13019	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR2827613	SAMN03168393	Grey Wolf 26	Grey Wolf	wild	5628976734	3488	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR2827614	SAMN03168393	Grey Wolf 26	Grey Wolf	wild	6243985998	3935	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR2827615	SAMN03168395	Grey Wolf 27	Grey Wolf	wild	12827181564	7196	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR2827616	SAMN03168395	Grey Wolf 27	Grey Wolf	wild	8077505778	4914	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR2827617	SAMN03168395	Grey Wolf 27	Grey Wolf	wild	7071295098	4348	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR2827618	SAMN03168405	Dhole	Dhole	wild	13855262600	8255	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR2827619	SAMN03168405	Dhole	Dhole	wild	13902420800	8289	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR2827620	SAMN03168405	Dhole	Dhole	wild	13879182600	8161	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR2827621	SAMN03168405	Dhole	Dhole	wild	11371223000	6452	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR2827622	SAMN03168405	Dhole	Dhole	wild	11182836200	6313	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR2827623	SAMN03168405	Dhole	Dhole	wild	11410943000	6442	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR2827624	SAMN03168405	Dhole	Dhole	wild	11429173200	6439	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR2827625	SAMN03168405	Dhole	Dhole	wild	11428694200	6448	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR2827626	SAMN03168405	Dhole	Dhole	wild	11244034000	6355	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR3384065	SAMN04851104	Village Dog - Sub-Saharan Africa	Village Dog - Sub-Saharan Africa	village	20719755292	12104	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR3384063	SAMN04851103	Village Dog - China 40	Village Dog - China	village	13753634220	7970	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR3384064	SAMN04851103	Village Dog - China 40	Village Dog - China	village	13753634220	7970	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR3384031	SAMN04851101	Village Dog - Portugal 1	Village Dog - Portugal	village	18955643216	11817	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR3384032	SAMN04851101	Village Dog - Portugal 1	Village Dog - Portugal	village	18290915776	10125	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR2835674	SAMN04209256	Wolf 8	Wolf	wild	40828864800	25745	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR3384029	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	54288249000	33854	PAIRED	ILLUMINA	Illumina HiSeq 2500
SRR3384030	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	39864898162	25403	PAIRED	ILLUMINA	Illumina HiSeq 2500
SRR3574870	SAMN02921301	Coyote 1	Coyote	wild	18613753180	10837	PAIRED	ILLUMINA	Illumina HiSeq 1500
SRR3574640	SAMN02921310	Grey Wolf 9	Grey Wolf	wild	20282150400	11435	PAIRED	ILLUMINA	Illumina HiSeq 1500
SRR3574809	SAMN02921311	Grey Wolf 10	Grey Wolf	wild	21389343478	13119	PAIRED	ILLUMINA	Illumina HiSeq 1500
SRR3574816	SAMN02921311	Grey Wolf 10	Grey Wolf	wild	21909773248	13233	PAIRED	ILLUMINA	Illumina HiSeq 1500
SRR3574846	SAMN02921316	Grey Wolf 15	Grey Wolf	wild	16725229560	9494	PAIRED	ILLUMINA	Illumina HiSeq 1500
SRR3960582	SAMN05439956	Wolf 1	Wolf	wild	17257376716	10756	SINGLE	ILLUMINA	Illumina HiSeq 2000
SRR4275385	SAMN05791669	Wolf 2	Wolf	wild	15810961257	8282	SINGLE	ILLUMINA	Illumina HiSeq 2000
SRR4274944	SAMN05791668	Wolf 3	Wolf	wild	17337395391	9361	SINGLE	ILLUMINA	Illumina HiSeq 2000
SRR4191781	SAMN05736724	Wolf 4	Wolf	wild	14548075440	7678	SINGLE	ILLUMINA	Illumina HiSeq 2000
SRR5168995	SAMN06219539	Wolf 10	Wolf	wild	33447424500	12254	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR5168996	SAMN06219539	Wolf 10	Wolf	wild	38227888800	14177	PAIRED	ILLUMINA	Illumina HiSeq 2000
ERR1990020	SAMEA104091563	Wolf 5	Wolf	wild	68484713038	15775	PAIRED	ILLUMINA	Illumina HiSeq 3000
ERR1990021	SAMEA104091564	Wolf 6	Wolf	wild	56196786760	12926	PAIRED	ILLUMINA	Illumina HiSeq 3000
ERR1990022	SAMEA104091565	Wolf 7	Wolf	wild	65681633936	14731	PAIRED	ILLUMINA	Illumina HiSeq 3000
SRR5168998	SAMN06219538	Wolf 9	Wolf	wild	112155523500	42754	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR5168997	SAMN06219539	Wolf 10	Wolf	wild	35219745600	12864	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107645	SAMN01974486	Grey Wolf 1	Grey Wolf	wild	35380728798	15150	PAIRED	ILLUMINA	Illumina Genome Analyzer IIx
SRR7107540	SAMEA104091563	Wolf 5	Wolf	wild	65736823789	24523	PAIRED	ILLUMINA	Illumina HiSeq 3000
SRR7107541	SAMEA104091564	Wolf 6	Wolf	wild	53546652773	20693	PAIRED	ILLUMINA	Illumina HiSeq 3000
SRR7107542	SAMEA104091565	Wolf 7	Wolf	wild	62958433781	23395	PAIRED	ILLUMINA	Illumina HiSeq 3000
SRR7107562	SAMEA1521940	Village Dog - Aboriginal Camp Dog	Village Dog - Aboriginal Camp Dog	village	58299277800	23216	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107646	SAMN01974487	Grey Wolf 2	Grey Wolf	wild	26962455354	11015	PAIRED	ILLUMINA	Illumina Genome Analyzer IIx
SRR7107647	SAMN01974488	Grey Wolf 3	Grey Wolf	wild	42605381662	17412	PAIRED	ILLUMINA	Illumina Genome Analyzer IIx
SRR7107648	SAMN01974489	Grey Wolf 4	Grey Wolf	wild	27066043788	13401	PAIRED	ILLUMINA	Illumina Genome Analyzer IIx
SRR7107649	SAMN01974490	Village Dog - China 2	Village Dog - China	village	69788015046	11728	PAIRED	ILLUMINA	Illumina Genome Analyzer IIx
SRR7107650	SAMN01974491	Village Dog - China 3	Village Dog - China	village	56389798926	21574	PAIRED	ILLUMINA	Illumina Genome Analyzer IIx
SRR7107662	SAMN02485568	Village Dog - China 5	Village Dog - China	village	19646886080	9082	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107663	SAMN02485569	Village Dog - China 6	Village Dog - China	village	21179698060	9121	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107664	SAMN02485570	Village Dog - China 7	Village Dog - China	village	20751830320	9846	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107665	SAMN02485571	Village Dog - China 8	Village Dog - China	village	19724579240	9666	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107651	SAMN01974492	Village Dog - China 4	Village Dog - China	village	30493920754	12069	PAIRED	ILLUMINA	Illumina Genome Analyzer IIx
SRR7107666	SAMN02485572	Village Dog - China 42	Village Dog - China	village	21056628120	9882	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107669	SAMN02485575	Village Dog - China 41	Village Dog - China	village	19157143120	8765	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107670	SAMN02485576	Village Dog - China 9	Village Dog - China	village	20956821600	9753	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107675	SAMN02485581	Village Dog - China 1	Village Dog - China	village	20205828800	9578	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107676	SAMN02485582	Village Dog - Egypt 1	Village Dog - Egypt	village	21086998766	9370	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107677	SAMN02485583	Village Dog - Egypt 2	Village Dog - Egypt	village	18276268554	6915	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107680	SAMN02485586	Village Dog - India 1	Village Dog - India	village	34286439454	13353	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107681	SAMN02485587	Village Dog - India 2	Village Dog - India	village	18890725082	6963	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107682	SAMN02485588	Village Dog - India 3	Village Dog - India	village	26878601972	10378	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107684	SAMN02485590	Village Dog - India 4	Village Dog - India	village	35284259121	13706	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107685	SAMN02485591	Village Dog - India 5	Village Dog - India	village	19850799570	6950	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107686	SAMN02485592	Village Dog - Borneo 1	Village Dog - Borneo	village	17784127268	8279	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107687	SAMN02485593	Village Dog - Borneo 2	Village Dog - Borneo	village	20972522134	9938	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107688	SAMN02485594	Village Dog - Borneo 3	Village Dog - Borneo	village	14895439600	5695	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107689	SAMN02485595	Village Dog - Lebanon 1	Village Dog - Lebanon	village	21554930958	8455	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107690	SAMN02485596	Village Dog - Lebanon 2	Village Dog - Lebanon	village	22739513700	9181	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107691	SAMN02485597	Village Dog - Lebanon 3	Village Dog - Lebanon	village	23642357346	10443	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107692	SAMN02485598	Village Dog - Namibia 1	Village Dog - Namibia	village	20352940664	7344	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107693	SAMN02485599	Village Dog - Namibia 2	Village Dog - Namibia	village	35717922935	14386	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107694	SAMN02485600	Village Dog - Namibia 3	Village Dog - Namibia	village	18126924500	7046	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107695	SAMN02485601	Village Dog - Papua New Guinea 1	Village Dog - Papua New Guinea	village	20730365948	7383	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107696	SAMN02485602	Village Dog - Papua New Guinea 2	Village Dog - Papua New Guinea	village	15593380759	6154	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107697	SAMN02485603	Village Dog - Papua New Guinea 3	Village Dog - Papua New Guinea	village	37259034432	16377	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107698	SAMN02485604	Village Dog - Portugal 2	Village Dog - Portugal	village	43680674122	16602	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107699	SAMN02485605	Village Dog - Portugal 3	Village Dog - Portugal	village	36972698589	14656	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107700	SAMN02485606	Village Dog - Qatar 1	Village Dog - Qatar	village	32375462130	13659	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107701	SAMN02485607	Village Dog - Qatar 2	Village Dog - Qatar	village	16172058188	7342	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107702	SAMN02485608	Village Dog - Taiwan	Village Dog - Taiwan	village	39206649469	18271	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107703	SAMN02485609	Village Dog - Vietnam 1	Village Dog - Vietnam	village	25231208546	10032	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107704	SAMN02485610	Village Dog - Vietnam 2	Village Dog - Vietnam	village	19546455516	8142	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107709	SAMN02487034	Andean Fox	Andean Fox	wild	18162908982	7907	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107705	SAMN02485611	Village Dog - Vietnam 3	Village Dog - Vietnam	village	26041429132	10584	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107706	SAMN02485612	Village Dog - Vietnam 4	Village Dog - Vietnam	village	23717165622	8466	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107707	SAMN02485613	Village Dog - Vietnam 5	Village Dog - Vietnam	village	23417467110	9185	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107708	SAMN02485614	Village Dog - Vietnam 6	Village Dog - Vietnam	village	15703360618	5757	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107720	SAMN02585161	Village Dog - China 30	Village Dog - China	village	40517716000	15022	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107721	SAMN02585162	Village Dog - China 31	Village Dog - China	village	42040639800	15614	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107722	SAMN02585163	Village Dog - China 32	Village Dog - China	village	36823309600	14178	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107723	SAMN02585164	Village Dog - China 33	Village Dog - China	village	38398092800	15498	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107724	SAMN02585165	Village Dog - China 34	Village Dog - China	village	40216380400	14843	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107725	SAMN02585166	Village Dog - China 35	Village Dog - China	village	33668322600	12389	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107726	SAMN02585167	Village Dog - China 36	Village Dog - China	village	41329108400	16019	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107727	SAMN02585168	Village Dog - China 37	Village Dog - China	village	32266464800	12070	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107728	SAMN02585169	Village Dog - China 38	Village Dog - China	village	36394335960	14084	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107729	SAMN02585170	Village Dog - China 39	Village Dog - China	village	39894241400	14711	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107730	SAMN02585171	Village Dog - China 20	Village Dog - China	village	40639377800	14548	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107731	SAMN02585172	Village Dog - China 21	Village Dog - China	village	40563188800	14797	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107732	SAMN02585173	Village Dog - China 22	Village Dog - China	village	38741152400	14107	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107733	SAMN02585174	Village Dog - China 23	Village Dog - China	village	34800761400	12495	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107734	SAMN02585175	Village Dog - China 24	Village Dog - China	village	37099352200	14341	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107735	SAMN02585176	Village Dog - China 25	Village Dog - China	village	38339988200	14670	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107736	SAMN02585177	Village Dog - China 26	Village Dog - China	village	32800504800	11710	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107737	SAMN02585178	Village Dog - China 27	Village Dog - China	village	38961090200	14668	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107738	SAMN02585179	Village Dog - China 28	Village Dog - China	village	38946382000	14485	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107739	SAMN02585180	Village Dog - China 29	Village Dog - China	village	37392267000	13526	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107740	SAMN02585181	Village Dog - China 10	Village Dog - China	village	40908650000	15365	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107741	SAMN02585182	Village Dog - China 11	Village Dog - China	village	36536485600	15210	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107742	SAMN02585183	Village Dog - China 12	Village Dog - China	village	35759371600	14976	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107743	SAMN02585184	Village Dog - China 13	Village Dog - China	village	36307499800	15494	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107744	SAMN02585185	Village Dog - China 14	Village Dog - China	village	35014500800	14942	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107745	SAMN02585186	Village Dog - China 15	Village Dog - China	village	38076626000	15394	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107746	SAMN02585187	Village Dog - China 16	Village Dog - China	village	36939602800	15560	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107747	SAMN02585188	Village Dog - China 17	Village Dog - China	village	37808435200	15639	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107748	SAMN02585189	Village Dog - China 18	Village Dog - China	village	37780045600	15311	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107749	SAMN02585190	Village Dog - China 19	Village Dog - China	village	39442649200	16031	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107771	SAMN02921302	Coyote 2	Coyote	wild	18559196600	7552	PAIRED	ILLUMINA	Illumina HiSeq 1000
SRR7107770	SAMN02921301	Coyote 1	Coyote	wild	64836863000	26733	PAIRED	ILLUMINA	Illumina HiSeq 1500
SRR7107776	SAMN02921310	Grey Wolf 9	Grey Wolf	wild	64671042200	25568	PAIRED	ILLUMINA	Illumina HiSeq 1500
SRR7107777	SAMN02921311	Grey Wolf 10	Grey Wolf	wild	66169671600	27132	PAIRED	ILLUMINA	Illumina HiSeq 1500
SRR7107772	SAMN02921303	Coyote 3	Coyote	wild	21981677200	8977	PAIRED	ILLUMINA	Illumina HiSeq 1000
SRR7107778	SAMN02921312	Grey Wolf 11	Grey Wolf	wild	72748032000	29244	PAIRED	ILLUMINA	Illumina HiSeq 1000
SRR7107779	SAMN02921313	Grey Wolf 12	Grey Wolf	wild	19330118160	8479	PAIRED	ILLUMINA	Illumina HiSeq 1000
SRR7107780	SAMN02921314	Grey Wolf 13	Grey Wolf	wild	61872027200	25389	PAIRED	ILLUMINA	Illumina HiSeq 1000
SRR7107781	SAMN02921315	Grey Wolf 14	Grey Wolf	wild	18031674120	8268	PAIRED	ILLUMINA	Illumina HiSeq 1000
SRR7107782	SAMN02921316	Grey Wolf 15	Grey Wolf	wild	68671983600	28123	PAIRED	ILLUMINA	Illumina HiSeq 1500
SRR7107783	SAMN02921317	Red Wolf 1	Red Wolf	wild	69847600600	28047	PAIRED	ILLUMINA	Illumina HiSeq 1000
SRR7107784	SAMN02921318	Red Wolf 2	Red Wolf	wild	19659354910	8028	PAIRED	ILLUMINA	Illumina HiSeq 1000
SRR7107785	SAMN02921319	Grey Wolf 16	Grey Wolf	wild	69682537000	28555	PAIRED	ILLUMINA	Illumina HiSeq 1000
SRR7107786	SAMN02921320	Grey Wolf 17	Grey Wolf	wild	68071487600	28271	PAIRED	ILLUMINA	Illumina HiSeq 1000
SRR7107787	SAMN02921321	Grey Wolf 18	Grey Wolf	wild	63157711400	25830	PAIRED	ILLUMINA	Illumina HiSeq 1000
SRR7107846	SAMN03168394	Grey Wolf 20	Grey Wolf	wild	41926644194	19742	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107845	SAMN03168393	Grey Wolf 26	Grey Wolf	wild	35961813132	17025	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107847	SAMN03168395	Grey Wolf 27	Grey Wolf	wild	27975982440	13690	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107848	SAMN03168396	Grey Wolf 23	Grey Wolf	wild	43414318514	19192	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107788	SAMN02921322	Grey Wolf 19	Grey Wolf	wild	21494702660	10410	PAIRED	ILLUMINA	Illumina HiSeq 1000
SRR7107849	SAMN03168397	Grey Wolf 21	Grey Wolf	wild	39118020408	19340	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107850	SAMN03168398	Grey Wolf 24	Grey Wolf	wild	76360232800	33733	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107851	SAMN03168399	Grey Wolf 22	Grey Wolf	wild	46497695408	19840	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107852	SAMN03168400	Grey Wolf 25	Grey Wolf	wild	57041135400	30812	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107853	SAMN03168405	Dhole	Dhole	wild	109703769600	42021	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107873	SAMN03366713	Golden Jackal	Golden Jackal	wild	14064657200	4761	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107871	SAMN03366711	Grey Wolf 5	Grey Wolf	wild	69404864600	26314	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107870	SAMN03366710	Grey Wolf 7	Grey Wolf	wild	17788138988	6666	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107869	SAMN03366709	Dingo	Dingo	wild	17108313000	6421	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107872	SAMN03366712	Grey Wolf 6	Grey Wolf	wild	23476643212	9348	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107907	SAMN03652998	Grey Wolf (Canis Lupus chanco) 3	Grey Wolf (Canis Lupus chanco)	wild	68343459480	26156	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107910	SAMN03653001	Grey Wolf (Canis Lupus chanco) 4	Grey Wolf (Canis Lupus chanco)	wild	68692324140	26116	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107908	SAMN03652999	Grey Wolf (Canis Lupus chanco) 6	Grey Wolf (Canis Lupus chanco)	wild	68515252740	26808	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107909	SAMN03653000	Grey Wolf (Canis Lupus chanco) 7	Grey Wolf (Canis Lupus chanco)	wild	61794775980	24913	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107906	SAMN03652997	Grey Wolf (Canis Lupus chanco) 1	Grey Wolf (Canis Lupus chanco)	wild	68050396800	26174	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107912	SAMN03653003	Grey Wolf (Canis Lupus chanco) 2	Grey Wolf (Canis Lupus chanco)	wild	67537056240	27380	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107913	SAMN03653004	Grey Wolf (Canis Lupus chanco) 5	Grey Wolf (Canis Lupus chanco)	wild	64710959940	26771	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107911	SAMN03653002	Grey Wolf (Canis Lupus chanco) 8	Grey Wolf (Canis Lupus chanco)	wild	68215076280	26647	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107942	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	94153147162	36349	PAIRED	ILLUMINA	Illumina HiSeq 2500
SRR7107938	SAMN04209256	Wolf 8	Wolf	wild	40828864800	15820	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107945	SAMN04851104	Village Dog - Sub-Saharan Africa	Village Dog - Sub-Saharan Africa	village	20719755292	7949	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107953	SAMN05439956	Wolf 1	Wolf	wild	17257376716	5963	SINGLE	ILLUMINA	Illumina HiSeq 2000
SRR7107944	SAMN04851103	Village Dog - China 40	Village Dog - China	village	27507268440	7001	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107943	SAMN04851101	Village Dog - Portugal 1	Village Dog - Portugal	village	37246558992	14979	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107954	SAMN05736724	Wolf 4	Wolf	wild	14548075440	5572	SINGLE	ILLUMINA	Illumina HiSeq 2000
SRR7107957	SAMN05791669	Wolf 2	Wolf	wild	15810961257	6464	SINGLE	ILLUMINA	Illumina HiSeq 2000
SRR7107956	SAMN05791668	Wolf 3	Wolf	wild	17337395391	5922	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107987	SAMN06219538	Wolf 9	Wolf	wild	112155523500	40896	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7107988	SAMN06219539	Wolf 10	Wolf	wild	106895058900	41793	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352837	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	168760900	103	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352832	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	209652366	128	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352833	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	2679821688	1596	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352834	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	547726636	332	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352835	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	83546796	50	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352836	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	1627858612	982	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352827	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	586403576	352	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352828	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	464802	0	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352829	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	77419530	47	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352830	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	1200386616	723	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352831	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	367847252	221	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352822	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	416068894	250	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352823	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	4419899986	2659	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352824	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	566049450	338	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352825	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	386528616	231	PAIRED	ILLUMINA	Illumina HiSeq 2000
